,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
10,1.4930074,15.195146,8.797654,2.1682773,21.880922,2.1402888,16.385098,1.7736179,-7.126648,-10.325286,-4.748084,-6.034593,8.415837,4.587097,-9.718906,-4.6318655,-4.5698414,-14.258735,-18.378786,-3.629453,-20.020527,-8.387519,-2.5692017,-20.786757,-1.5305445,-20.960468,10.2861595,-13.736817,-2.3895864,-10.662248,-20.3439,-30.274235,-0.6030323,-20.116127,-3.125949,-18.494158,-16.318438,-6.213695,-14.679246,-7.787332,2.6246562,2.125581,-14.178984,-10.631848,-29.012726,5.0261984,-16.344894,-3.0779915,6.6145706,-9.625798,5.477545,0.19748202,7.2747436,-32.169846,-0.5025029,1.6891525,3.3295815,6.0512075,-13.659962,11.095788,0.06913518,2.7208602,-4.850543,-2.2680516,-7.6588936
11,12.605785,18.101965,9.907848,8.805725,14.874611,-10.548022,-9.971447,-14.641327,10.903944,17.548458,4.3192353,14.516909,-0.96101844,-24.383595,-2.8110688,-12.887567,-10.668261,-18.627626,-18.874304,15.08374,-19.700607,-0.121100426,-1.2065696,-17.639856,-38.33064,-29.914614,-13.402364,-6.0436764,-10.376582,-8.862745,6.388338,6.768442,-9.107293,-11.378056,13.76893,-4.02367,-3.467638,17.996103,-11.64838,-3.9780345,-0.9997921,-15.033414,-10.186403,-6.4579377,19.349056,-6.3631063,-8.29046,-2.178136,1.4744384,2.231613,-4.275695,-1.7085085,2.3550754,2.855989,-9.329619,-5.5231323,1.4746475,-0.31239915,2.5446043,-13.948374,-8.388653,1.5400078,-11.009883,-2.2114797,-11.470844
12,16.130314,9.110969,15.334472,18.038677,16.875141,-23.850199,-11.569953,3.902083,12.766281,-6.5211987,-2.9524653,-24.203808,1.4826938,1.5753833,-15.674536,-1.1488726,1.4388621,-1.9423374,10.150414,-11.78575,-10.984804,-14.703017,-1.3505232,-10.413088,-51.40498,-11.114264,3.0977235,-2.3112206,0.6989387,18.393759,3.377593,-21.149529,-7.673491,-14.432935,-21.39233,-3.3042643,6.209299,-10.339756,-1.6285193,0.43058285,-8.479946,-11.839111,-7.1660633,-10.077073,0.4010755,-4.3403955,-18.21495,9.554514,-9.582865,3.2910717,6.784664,7.0962725,-0.132427,-9.539584,-16.235165,-7.8740883,-3.5119877,-0.71690625,2.604662,-8.287581,-0.62195337,-7.8782225,0.0142068695,5.1526613,3.8203893
13,17.527575,10.100318,20.18462,48.153625,22.784998,-26.653635,-9.8963375,7.61136,23.166645,-17.844664,0.54050976,-18.08059,10.608035,-3.6078026,-29.948257,-3.7985373,-0.39139482,-27.756592,10.401369,-18.238047,-39.302197,-12.553381,-6.8285604,-27.378277,-69.13515,-20.266144,2.3966265,-0.16711158,-0.719049,10.5884695,-6.185373,-35.296993,-21.360771,-32.29495,-29.467215,-2.6287892,11.796361,-23.927923,-0.92410356,4.6295514,-1.539838,-6.1844516,-17.9394,-7.368917,-4.655169,-11.972415,-19.2886,15.490495,-14.177549,9.299568,0.1550003,15.641781,-3.7166457,-19.463215,-30.60568,0.9180895,-9.554714,10.651821,4.560813,-6.242643,2.0106282,-14.718247,0.69234854,10.652418,-2.694792
14,23.24795,7.0295997,21.657036,23.101597,22.894497,-31.34386,-7.793161,-20.513857,14.588767,-14.351928,-6.327109,-5.5811076,-0.9470531,-14.505646,-21.512863,-4.554691,-6.9694653,-32.84414,2.0660205,1.8980117,-32.60924,-11.672533,-4.3932014,-32.020405,-53.717392,-34.606815,-1.9690781,-4.7756248,-9.571005,3.1718266,-4.5185747,-4.32598,-14.593229,-28.764212,-15.6731825,17.287806,2.032517,-1.9641254,9.339864,7.304578,4.6966763,-19.139278,-24.746946,-10.3100195,25.691574,-7.3727875,-16.450476,8.31852,-6.173036,10.844587,7.6561136,7.7252817,6.1276474,1.2077625,-18.807812,-0.7190744,-0.99138016,-0.89573383,10.277789,-13.497101,-7.6625996,-5.4162683,-16.260988,8.263562,-3.090557
15,1.9034222,21.887653,6.5461793,6.2408695,2.3642948,-13.314684,-9.568553,13.693844,-1.6754621,2.9858375,-16.462261,-2.6709592,3.4376705,-6.609156,-11.67587,2.3743083,-3.059219,8.704802,2.911245,-7.5568266,-1.253585,2.8902857,-11.401304,-0.84696966,-31.42177,-2.1373794,2.3685112,12.859056,7.4045434,-11.512412,3.1423142,-16.849052,5.6728754,-0.9013289,-4.309874,-12.726849,-2.2417011,-10.252512,-24.406336,8.218436,-15.058165,-2.1696222,-3.5954556,15.973412,-34.29622,-13.533249,-13.783125,-0.77839506,-2.7760534,-4.9348955,2.9048214,7.6165004,-5.574168,-16.306763,-17.639338,5.4247913,-7.5053086,2.426957,0.49700713,-2.1618912,8.390108,6.5683093,14.803652,10.245537,-1.067382
16,15.903089,16.802034,12.318247,3.4675183,14.606636,6.886753,9.505118,13.977966,-4.258559,-0.53376335,-13.983448,-12.885447,-0.23332961,2.080103,0.29840958,-1.8440206,-15.172026,-5.2442694,-24.646292,-10.347396,-8.621662,3.448344,-6.547368,-8.58553,-18.209066,2.19008,9.659325,-24.2447,-2.0176594,-16.355055,-10.093815,-34.539917,-2.0520525,-12.018705,-22.502565,-39.791397,-23.440966,-11.041137,-9.174292,-10.136508,-14.523337,14.953379,-5.555441,-12.336689,-39.790524,9.062883,-5.0127597,3.0971997,-9.252789,-10.282577,-2.5827594,-7.3655286,-4.5345993,-32.279385,2.5394063,4.743767,-2.6173615,-8.107134,-15.966098,-1.48792,5.8341236,-12.21443,-1.0535338,-2.5067945,-13.166591
17,16.253956,21.103146,11.724528,7.0559278,8.219951,12.262367,-3.2060943,0.43672457,9.641622,4.4234,-16.081472,-8.052843,-0.3728032,-9.800498,3.7108085,0.4734804,-3.9851513,-5.8664556,-15.176403,-12.138146,-10.260118,-1.3258485,-0.7435307,-2.2106194,-32.436417,-4.814282,2.959642,-12.947549,-2.148753,-16.630487,-6.5085077,-13.846535,-4.0204163,-2.0464976,-11.611117,-23.83631,-12.664825,-3.2774854,3.2687037,-1.3142751,-14.895964,-1.3100655,-5.646299,-0.045343563,-18.43879,-6.769922,1.2680116,-4.457734,6.6392555,-9.307129,-9.799625,-4.058911,-1.675011,-8.2556925,-6.050809,-1.5865381,-6.2211695,-6.320553,-8.0092535,-6.1594224,0.95748925,-10.134444,3.3646634,4.153799,-7.5786858
18,14.590941,10.383545,9.230296,8.059855,8.42932,-12.981231,13.960894,-11.018873,3.6919692,6.7407093,1.1383243,7.768259,4.387741,-6.480647,2.8199515,-9.3487425,-19.757679,-22.088034,-17.29539,4.429107,-8.998644,-4.134081,-14.367714,-17.476782,-4.7068777,-22.164158,-1.8826722,-10.697869,-10.952522,-15.376214,-5.0844693,4.665101,-5.4495373,-6.4884357,7.475794,-16.217459,-16.651754,5.719401,3.3397927,-3.9092014,0.5487499,-9.9920025,-8.182165,-0.51702714,0.15571237,-10.143728,-8.00074,-1.5826092,-6.027446,1.9813133,-3.7269468,-5.1751447,0.49602574,-3.4960947,0.7210108,-0.1702457,0.5240388,-5.352402,0.45865583,-13.490873,-4.2649636,-1.5578108,-9.697784,-0.8184829,-10.829723
19,-0.9982587,8.943124,4.9712214,3.2095666,11.670141,-14.923227,6.435257,-5.921157,-4.1784587,-4.158888,-2.1896276,-0.57316655,1.3483748,12.5552635,-11.238415,-2.7114346,-7.833955,-20.79419,-11.302222,19.736195,-3.8481348,-0.6387248,-3.4014616,-23.098568,-16.197998,-16.487835,6.546208,-8.591746,2.1170073,-12.007674,-17.457697,-12.605748,0.86088115,-17.275635,-3.9560513,-10.670858,-19.857674,-3.5807836,-14.213834,4.8376007,6.25049,-0.7697706,-6.4458127,1.6718997,-21.67773,-4.87496,-6.3921685,-4.5274515,9.340747,0.75109506,2.887575,-5.204222,11.278805,-22.629114,2.5157425,3.5303319,2.2736018,4.824224,-10.034491,9.621238,3.5503166,7.189466,-4.997123,-3.2283945,-6.879965
20,15.179212,20.065695,15.278975,12.767191,14.408695,-18.534128,-14.448864,-4.4522934,13.421142,-9.427806,-13.409551,-21.030188,-3.9222744,-12.376969,-8.196866,2.8217664,21.48801,-8.926793,10.046584,-8.388968,-20.140553,-6.906902,2.4089592,-7.8330917,-48.14777,-16.94545,-4.783644,7.3129296,5.839023,5.885042,-0.55753887,-25.274298,-7.3287764,-10.59563,-21.281042,0.2626528,17.364925,-6.227325,-4.716028,8.011933,-11.263473,-7.0332813,-10.879126,-3.863913,-1.7978549,-6.004189,-10.112448,3.5423934,-3.6563222,4.385978,-0.13605237,-0.4898697,-1.2916586,-8.785117,-21.289198,0.52474475,1.0552329,5.088116,3.9727204,-3.7376857,0.32894343,-5.926785,5.1340513,5.805179,9.814047
21,17.465647,8.776161,12.795888,11.509951,9.100151,-18.16616,-1.1499482,0.7005275,8.12112,-2.1179526,-1.0103601,-9.097327,2.605345,-3.6692855,-5.6539855,-4.3367686,-8.576892,-10.181466,-0.4458615,-4.8936815,-8.683145,-0.8094395,-5.937869,-8.177567,-32.942627,-8.686183,3.666272,-2.8022819,-1.0490706,-5.167128,1.3455464,-9.200363,-3.2940032,-6.837071,-10.327009,-14.872899,-4.705371,-2.0384934,6.822079,0.41637912,-8.75639,-6.3163457,-3.4460757,-0.17500812,-8.859748,-3.402923,-10.406353,6.663664,-8.415884,3.4204364,1.6838243,3.5503216,-5.5443435,-9.170027,-11.085189,-2.6990588,-4.4705677,-5.1579547,1.1863453,-12.31043,0.8605301,-9.01205,-0.110907726,3.341919,-5.792377
22,14.4791,19.541826,12.822116,8.513123,5.482679,10.398055,-1.0892644,9.578618,7.922436,1.2991177,-10.8204,-17.873491,-0.7674725,-6.2054996,2.9294431,3.1658483,-0.7387677,6.8373275,-10.289282,-19.945934,-6.618056,-2.5284507,2.2871075,4.4241085,-31.89411,0.75665855,3.8396878,-14.267313,1.1634983,-4.893963,-5.723895,-24.262259,-2.438279,-1.0542283,-15.933853,-26.618187,-7.4533844,-8.083408,-5.4148374,-7.0148363,-20.75979,-1.8403724,2.7936263,-6.661832,-22.285675,-3.9526985,-3.2675033,-2.1783178,1.0543101,-12.129711,-8.305844,-1.5394828,-5.4395976,-10.39396,-5.631132,-5.6256323,-6.1118617,-6.508095,-9.294172,-6.5540085,-0.09330583,-12.19699,4.3563924,1.6863239,-3.958106
23,0.5312132,12.67519,4.4710383,2.2941911,3.6259322,-8.995858,-8.157311,-0.8051801,-3.3797634,-0.8664728,-7.4801836,-1.4495981,5.2177277,-1.6028733,-8.917241,4.3153505,-3.450847,-1.616344,1.2747837,0.24316373,-7.560862,-2.1947253,-6.1107893,-10.636295,-24.09952,-9.618423,2.2653317,6.7682786,8.420464,-7.191131,-0.26479253,-3.7188456,1.4617343,-9.389923,1.1084324,-4.29353,0.4643267,-4.1532497,-16.512062,8.489908,-3.261911,-8.746752,-9.364511,9.9709835,-16.367268,-6.8244534,-11.514501,-2.2736204,1.1439983,-1.4261806,6.531343,7.49999,2.8771367,-7.6103,-8.137637,3.9070864,-1.0615412,6.6612678,4.022941,1.5458704,6.849223,10.308939,6.7532544,7.2182236,1.6704409
24,9.328359,13.587277,4.348689,0.6790198,2.9162028,-17.83944,22.866632,-0.03397268,-4.710854,-2.5294,2.4264958,14.366324,-0.65088445,-8.383809,3.078784,-4.7679863,-7.725632,-0.026490523,-6.1574035,-4.8347116,-1.8618097,-6.8201103,-12.306517,-7.899863,28.598755,-19.276533,5.538707,0.9627932,-6.7622824,-16.286144,-20.520004,-18.735712,5.4027224,2.1713653,8.5397215,-9.658062,-17.896418,4.234625,-6.993649,-6.0906925,-4.2146897,0.32180366,-3.569932,-0.5120851,-25.236544,-13.911558,-17.870192,-4.5075173,-8.598772,-5.1767907,-4.636117,-3.2778199,-1.9584286,-20.118402,-7.8971457,5.936637,-0.24886586,-5.464429,-5.299633,-5.056387,-7.768861,1.828,-5.0135694,-2.7630653,-9.473668
25,19.882526,11.105505,21.159252,36.97167,9.117926,-17.911747,-5.4200387,-1.5818621,18.701244,-16.772285,3.082652,-8.842059,20.37636,-4.653944,-9.976355,-3.7878764,-20.33306,-18.394789,6.1632013,-22.865738,-32.87707,-9.322371,-15.030504,-25.612185,-42.198948,-23.04646,-7.8879433,0.18228039,-3.6407607,-5.6271043,-9.723849,-14.700128,-12.973043,-14.520031,-20.728378,-5.471858,3.4629042,-12.827595,15.0870905,-0.5174507,-2.651089,-7.794055,-19.279459,3.6627805,-5.9642415,-12.293318,-11.943031,13.209788,-13.944572,7.095166,-7.7418413,16.623987,-8.832141,1.6571622,-19.16363,2.2975955,-8.942571,-2.1107445,8.561268,-16.536343,-0.100051306,-13.088213,-2.8577352,11.786645,-5.7566466
26,14.456116,19.672972,9.170436,9.158722,16.517542,-13.15773,-11.975347,-15.0254965,15.870183,19.158936,4.586646,15.369995,3.9937294,-25.1325,-3.6438284,-14.945251,-17.646553,-22.435734,-20.836794,16.70459,-20.333817,2.0209677,-6.854635,-20.026182,-44.713398,-30.274649,-10.955621,-8.293715,-9.281235,-12.173166,8.909659,7.8597507,-8.987545,-11.653809,15.890028,-6.4067736,-5.685418,19.792486,-9.808118,-4.4810085,0.101605415,-15.587261,-10.8147135,-4.4478836,20.404156,-4.1321807,-9.150957,-1.0489204,2.5580597,5.452875,-4.217841,-2.3387837,1.9371188,3.3588705,-9.6583605,-5.767563,-1.327284,0.07223201,4.864628,-15.328637,-7.7246003,1.3805525,-10.912447,-0.89256763,-15.703083
27,14.340861,15.078057,9.998012,6.7807918,3.1601672,-3.160902,-5.2104654,-1.753411,6.112935,1.388119,-12.707389,-9.293122,2.9488165,-10.005444,-3.9536407,-2.4952617,-11.937817,-11.191882,-3.4292908,-3.361751,-7.6420126,7.328719,-4.4539757,-4.9199524,-35.41579,-10.631316,4.9687247,-3.160095,-5.6916995,-8.930017,-2.7564046,-11.38837,-0.33379397,-7.6986294,-9.812014,-17.336035,-6.060172,0.21683551,-2.828853,2.2200248,-13.897108,-1.4646696,-5.107986,4.120699,-10.037171,-1.4834642,-5.9683456,5.668773,-2.7417066,-4.0959826,-3.3661292,-0.13237843,-3.554455,-8.397971,-6.1750956,4.690879,-6.4485326,-6.6997414,-1.1502225,-9.006651,1.4459487,-5.821007,1.8847252,7.8828745,-6.6526504
28,1.4639845,19.904451,8.883889,9.333421,23.363743,2.3123543,6.738004,2.4669845,-2.8407488,-4.898167,-16.092806,-18.376001,0.2540042,26.393326,-14.877068,8.12437,-1.7726893,-15.1439495,-22.813465,-18.78615,-4.5801454,-6.830313,10.196548,6.449715,-27.486212,-6.348866,17.326748,-30.752588,2.7099323,6.200294,-14.936737,-36.588806,3.784376,-13.033086,-22.487673,-29.36236,-18.174479,-18.775051,-18.093195,-4.3709726,-6.424878,-0.06092081,3.7496715,-12.169036,-30.73993,4.2839775,-13.542985,-4.2943506,4.4729013,-7.960776,-4.459003,-12.761394,10.481057,-33.441753,5.670995,-2.2278175,-4.5104,5.0326934,-17.978432,12.487157,1.6370964,-8.350018,-3.5917108,-2.5831015,-2.1074517
29,15.520902,20.546505,17.586937,15.0258465,14.28429,-19.442623,-14.409782,-5.9446106,12.336208,-11.666971,-15.113486,-23.692186,-3.942697,-11.618635,-9.678835,2.9978702,23.523642,-9.199606,12.492221,-9.465831,-22.182535,-8.720133,3.007506,-8.642668,-49.935432,-17.668266,-5.669658,8.2202835,6.1122165,7.50019,-2.2859497,-26.42868,-8.332247,-11.661596,-23.170446,1.6028568,18.674084,-7.411189,-5.7883945,9.020931,-11.397542,-8.04292,-10.792001,-3.2273362,-0.9891945,-8.748788,-11.646109,3.229469,-4.039203,4.9417987,-0.10635041,0.69170636,-0.6085327,-7.9443545,-21.5069,0.50361633,2.1749542,5.4675055,4.188449,-3.601473,0.63915193,-5.7107935,6.107527,6.950054,13.484663
30,14.434588,9.049806,12.3483515,8.0659685,4.765555,-6.219746,-0.45946652,0.3088161,4.705469,-8.667805,5.927596,-15.66811,6.1251445,1.0578556,4.820439,16.81218,-7.828475,-3.8337376,-8.318949,-11.563424,-13.155388,-2.0311203,-0.07905637,-7.853477,-16.52028,-9.931058,-2.1848874,-8.9938135,3.357267,-1.8686819,-5.4141417,-7.549092,-0.085743494,-6.6927857,-15.578294,-13.895751,-2.4631147,-2.2295072,6.788281,-3.4710765,-9.98189,-6.686287,-6.778458,-7.6266932,-10.302551,4.585886,-7.092913,3.3713696,-7.1449127,-3.858259,-1.7975389,3.2507682,-4.6329284,-2.8083658,-2.0422616,-2.7037046,-0.3538457,-5.6237574,-2.0537136,-8.228631,-0.4508472,-8.282169,-3.8141723,-4.2700725,-4.6737065
31,13.454118,13.198495,14.037363,13.607809,10.904861,-19.91829,-21.93989,16.822493,7.7017994,6.5610037,-3.9380941,-12.703992,7.248011,2.4148667,-8.380717,7.272084,-14.017659,6.7420783,-13.8323145,-4.630913,-7.154047,-2.8085568,-10.969989,-16.695356,-58.647465,9.69046,-1.4354194,-14.211856,13.66606,-2.4092722,13.087818,-14.204502,-4.694845,-11.112592,-26.114761,-18.789797,-7.318845,-13.142468,-12.414195,-0.31848308,-7.96367,-5.7564645,-11.346683,-5.6618066,-25.018913,3.2574575,-10.317767,4.189466,-13.27337,5.397666,6.464759,5.41458,-3.0051193,-9.063904,-8.264733,-1.1961557,-4.314545,-1.7400283,3.866523,-7.5643983,13.626707,-2.581356,5.197773,1.9199816,-6.9598517
32,9.12157,9.833492,9.824188,4.228451,11.860335,-15.672328,10.614255,12.142796,-8.041215,-7.051307,-9.813277,-6.1189837,-7.5770288,-5.4633865,-10.301588,2.2797503,16.357666,8.1556635,-16.710068,0.024175648,-16.934746,-2.4054224,-2.2181635,-12.419938,-8.386315,5.338498,1.3717815,-7.061589,13.438245,-7.952379,-6.3082347,-28.02843,-7.358906,-17.389917,-14.264639,-10.509562,-6.8732276,-3.7204974,-17.55657,-0.5636238,-3.2255137,-2.629258,-0.37929675,-7.7194495,-30.749231,-3.662706,-22.936329,-7.4937243,-7.4482694,0.79949707,15.0396,1.7707133,2.0414152,-25.369488,-10.40828,2.9886644,11.623591,5.0199385,-4.819846,4.0659204,8.337041,5.1496396,5.5581307,-4.6085835,4.5393043
33,16.432573,17.946728,14.623623,7.301166,3.2074008,-13.620693,-5.736605,-3.3632832,5.740788,5.310591,0.08666541,-7.3291464,5.41811,-5.8365774,12.274511,-8.310489,-11.50672,-2.7040043,-3.4448462,-9.714304,3.0964215,-1.110342,-2.2382004,8.875523,-24.914873,-9.958357,-4.5290756,-2.5106645,-11.844641,-8.084743,1.2716106,-3.4053934,10.615979,18.307976,-10.317471,-17.973522,-9.16453,0.62250733,8.55792,-5.5888486,-15.451345,-2.4097834,-0.28568006,2.9958324,-8.573802,-8.568436,1.1141754,4.54697,-7.6531425,-3.827518,-12.032951,-4.001196,-10.741344,-0.007225521,-5.4238853,-5.9960904,-6.1528463,-13.915553,-2.495487,-18.075506,-5.412028,-15.605494,-1.3865379,1.8177028,-9.169114
